total_sqft,bath,balcony,price,bhk
1137.0,2.0,1.0,63.0,2
1360.0,2.0,1.0,70.5,3
1374.0,2.0,2.0,70.0,3
1700.0,3.0,2.0,155.0,3
3227.0,5.0,0.0,250.0,5
2400.0,6.0,3.0,600.0,4
2170.0,3.0,2.0,151.0,3
1080.0,2.0,1.0,55.0,2
1790.0,3.0,3.0,100.0,3
550.0,1.0,1.0,17.0,1
1270.0,2.0,2.0,50.79,3
1033.0,2.0,2.0,48.0,2
1000.0,2.0,1.0,80.0,2
2940.0,6.0,2.0,280.0,4
1240.0,2.0,2.0,52.6,2
1650.0,5.0,1.0,450.0,5
883.0,2.0,1.0,39.0,2
1500.0,2.0,0.0,97.0,3
1730.0,3.0,3.0,139.0,3
1915.0,3.0,3.0,80.0,3
1545.0,3.0,2.0,79.0,3
1865.0,4.0,2.0,140.0,3
1150.0,2.0,2.0,40.0,2
1200.0,2.0,2.0,49.0,2
963.0,2.0,2.0,40.0,2
1200.0,3.0,1.0,120.0,3
2600.0,4.0,3.0,260.0,4
1682.0,3.0,1.0,120.0,3
1371.0,2.0,2.0,65.0,3
901.0,2.0,1.0,49.5,2
600.0,7.0,0.0,73.0,7
1730.0,3.0,1.0,120.0,3
1200.0,4.0,0.0,125.0,4
1500.0,3.0,3.0,102.0,3
3500.0,4.0,2.0,245.0,4
1203.0,2.0,1.0,59.86,2
1357.0,2.0,2.0,54.0,2
1600.0,3.0,2.0,76.0,3
350.0,1.0,1.0,13.5,1
1665.0,3.0,1.0,53.0,3
1400.0,3.0,3.0,200.0,3
835.0,1.0,1.0,46.95,1
815.0,3.0,2.0,160.0,2
1444.0,2.0,1.0,80.0,3
1277.0,2.0,2.0,55.0,2
1521.0,3.0,1.0,94.71,3
1134.0,2.0,1.0,40.0,2
995.0,2.0,1.0,34.82,2
2760.0,5.0,2.0,157.0,3
1325.0,1.0,1.0,92.0,2
1525.0,3.0,2.0,90.0,3
1320.0,2.0,2.0,73.0,3
650.0,1.0,1.0,23.0,1
1858.0,2.0,1.0,167.0,3
1150.0,2.0,1.0,38.0,2
769.0,2.0,1.0,40.0,2
1571.0,3.0,2.0,105.0,3
1445.0,3.0,1.0,86.56,3
1590.0,2.0,2.0,135.0,3
902.0,2.0,2.0,49.0,2
2238.0,3.0,1.0,140.0,3
1090.0,2.0,1.0,31.49,2
1712.0,3.0,3.0,82.0,3
1088.0,2.0,1.0,68.0,2
1575.0,3.0,3.0,63.1,3
2150.0,6.0,3.0,205.0,6
1920.0,3.0,2.0,150.0,3
1000.0,2.0,0.0,57.0,2
1100.0,2.0,2.0,56.1,2
1089.0,2.0,2.0,45.0,2
1106.0,2.0,1.0,43.09,2
927.0,2.0,2.0,37.0,2
1339.0,2.0,2.0,58.0,2
923.0,1.0,1.0,45.69,1
2900.0,3.0,2.0,285.0,3
1175.0,2.0,2.0,75.0,2
975.0,2.0,1.0,55.0,2
2400.0,4.0,1.0,180.0,3
1330.0,3.0,2.0,72.0,3
1183.0,2.0,1.0,59.74,2
1758.0,3.0,2.0,133.0,3
1200.0,3.0,2.0,265.0,3
1255.0,2.0,1.0,77.68,3
600.0,4.0,2.0,110.0,3
1100.0,2.0,2.0,50.0,2
1170.0,2.0,2.0,46.8,2
2400.0,5.0,2.0,120.0,5
1530.0,3.0,3.0,51.77,3
1420.0,2.0,2.0,107.0,2
1200.0,4.0,2.0,300.0,4
1045.0,6.0,3.0,160.0,6
1591.0,3.0,1.0,115.0,3
1680.0,3.0,2.0,120.0,3
675.0,3.0,1.0,52.0,2
1055.0,2.0,1.0,57.63,2
1918.0,3.0,2.0,129.0,3
1280.0,2.0,1.0,76.0,2
1560.0,3.0,3.0,66.0,3
1145.0,2.0,2.0,49.5,2
2106.0,3.0,2.0,126.0,3
1801.0,3.0,2.0,139.0,3
1200.0,5.0,3.0,120.0,5
1718.0,3.0,2.0,288.0,2
1306.0,3.0,2.0,54.65,3
1320.0,2.0,1.0,92.0,2
1350.0,2.0,2.0,65.0,3
3800.0,5.0,3.0,300.0,4
1344.0,2.0,1.0,42.0,3
1893.0,3.0,2.0,100.0,3
1107.0,2.0,1.0,43.0,3
1190.0,2.0,1.0,75.0,2
1000.0,2.0,1.0,35.0,2
2400.0,2.0,1.0,160.0,2
1000.0,2.0,1.0,48.5,2
2113.0,3.0,2.0,155.0,3
1100.0,2.0,1.0,46.0,2
1200.0,4.0,1.0,160.0,5
1884.0,4.0,2.0,120.0,4
1110.0,2.0,1.0,40.0,2
1027.0,2.0,2.0,43.0,2
1250.0,3.0,2.0,40.0,3
1470.0,3.0,0.0,62.0,3
1150.0,2.0,1.0,75.0,2
1200.0,3.0,2.0,165.0,3
703.0,1.0,1.0,52.0,1
1400.0,2.0,2.0,62.0,3
1195.0,2.0,2.0,51.0,2
1302.0,2.0,1.0,69.1,2
1583.0,3.0,1.0,74.4,3
1488.0,2.0,3.0,60.0,3
600.0,5.0,2.0,85.0,4
1385.0,2.0,2.0,34.63,3
3262.0,4.0,2.0,260.0,4
1600.0,3.0,2.0,104.0,3
1150.0,2.0,1.0,90.0,2
1263.0,2.0,1.0,78.0,2
1200.0,8.0,2.0,110.0,7
1299.0,2.0,2.0,85.0,2
1330.0,2.0,1.0,78.0,2
1282.0,2.0,2.0,52.43,3
1853.0,3.0,2.0,82.0,3
861.0,2.0,1.0,35.0,2
1600.0,3.0,2.0,95.0,3
1256.0,2.0,1.0,62.8,2
1390.0,2.0,2.0,80.0,3
1200.0,6.0,3.0,150.0,11
919.0,2.0,1.0,49.0,2
1625.0,3.0,0.0,80.0,3
1195.0,2.0,2.0,44.0,2
2400.0,4.0,1.0,600.0,6
1159.0,2.0,1.0,60.0,2
1386.0,3.0,1.0,57.46,3
1197.0,2.0,1.0,79.0,2
2690.0,4.0,3.0,191.0,4
1295.0,2.0,1.0,50.28,3
1310.0,2.0,1.0,37.83,3
1132.0,2.0,1.0,79.28,2
2350.0,3.0,2.0,400.0,3
1645.0,3.0,2.0,135.0,3
1200.0,2.0,1.0,45.84,2
3000.0,4.0,0.0,330.0,4
1937.0,3.0,2.0,140.0,3
1015.0,2.0,2.0,33.5,2
1080.0,2.0,2.0,39.0,2
1350.0,2.0,2.0,80.99,3
1149.0,2.0,2.0,29.0,3
1185.0,2.0,2.0,59.0,2
1720.0,3.0,1.0,135.0,3
2080.0,3.0,3.0,175.0,3
1500.0,3.0,1.0,87.0,3
1566.0,3.0,2.0,97.0,3
1500.0,4.0,0.0,110.0,4
1290.0,2.0,1.0,49.02,2
1531.0,3.0,2.0,72.0,3
1839.0,3.0,3.0,165.0,3
4200.0,4.0,1.0,760.0,4
1400.0,2.0,2.0,40.43,3
550.0,1.0,1.0,15.0,2
1140.0,2.0,2.0,39.0,2
1343.5,3.0,0.0,57.76,3
2000.0,4.0,0.0,100.0,4
1100.0,2.0,1.0,46.0,2
1200.0,2.0,2.0,55.0,2
1618.0,3.0,1.0,68.0,3
2830.0,5.0,2.0,160.0,4
1315.0,2.0,2.0,74.0,3
1141.0,2.0,1.0,42.75,2
1080.0,2.0,2.0,55.0,2
1200.0,2.0,2.0,60.0,2
1111.0,2.0,2.0,41.88,2
1022.0,2.0,1.0,45.9,2
1275.0,2.0,2.0,65.0,2
900.0,2.0,1.0,70.0,2
1224.0,2.0,3.0,39.2,2
1135.0,2.0,3.0,43.0,2
1050.0,2.0,2.0,52.1,2
1535.0,3.0,2.0,86.0,3
1392.0,2.0,1.0,130.0,2
1050.0,2.0,2.0,72.0,2
1513.0,3.0,1.0,103.0,3
1621.0,3.0,3.0,72.0,3
892.0,2.0,1.0,39.0,2
1205.0,2.0,1.0,40.0,2
1355.0,3.0,2.0,83.87,3
1200.0,6.0,3.0,70.0,4
1400.0,2.0,2.0,168.0,2
726.0,2.0,1.0,35.0,2
1500.0,3.0,2.0,149.0,3
3895.0,4.0,2.0,405.0,4
1079.0,2.0,2.0,41.0,2
1170.0,2.0,2.0,46.0,2
1104.0,2.0,2.0,39.0,2
950.0,2.0,1.0,45.0,2
4818.0,4.0,3.0,390.0,4
1650.0,2.0,1.0,52.0,3
1559.0,3.0,2.0,127.0,3
1100.0,2.0,1.0,38.0,2
1750.0,3.0,3.0,150.0,3
1215.0,2.0,1.0,45.5,2
1868.0,3.0,1.0,135.0,3
1130.0,2.0,1.0,32.63,2
1570.0,3.0,3.0,64.5,3
1691.0,3.0,1.0,98.0,3
4355.0,3.0,1.0,350.0,5
1225.0,2.0,2.0,55.0,2
1690.0,3.0,2.0,112.0,3
1418.0,2.0,2.0,103.0,2
1896.0,3.0,1.0,125.0,4
605.0,1.0,1.0,40.0,1
800.0,5.0,2.0,95.0,5
900.0,2.0,2.0,32.5,2
750.0,2.0,0.0,50.0,1
780.0,3.0,1.0,62.0,3
908.0,2.0,1.0,26.0,2
3416.5,6.0,0.0,143.0,4
3216.0,4.0,1.0,226.0,4
2400.0,4.0,1.0,225.0,5
1400.0,2.0,2.0,68.0,2
1092.0,2.0,2.0,44.0,2
1255.0,2.0,2.0,74.0,2
1500.0,2.0,1.0,100.0,3
1296.0,2.0,2.0,72.0,2
925.0,2.0,3.0,38.0,2
1023.0,2.0,2.0,42.0,2
600.0,3.0,2.0,75.0,2
1020.0,2.0,1.0,44.5,2
1530.0,3.0,2.0,77.0,3
1650.0,3.0,2.0,71.0,3
1605.0,2.0,3.0,85.0,3
1925.0,2.0,1.0,50.0,2
1190.0,2.0,2.0,50.66,2
1374.0,3.0,2.0,68.0,3
1140.0,2.0,2.0,65.0,2
1725.0,3.0,2.0,130.0,3
1075.0,2.0,1.0,50.0,3
1574.0,3.0,1.0,93.34,3
965.0,1.0,1.0,32.0,1
1550.0,3.0,2.0,83.0,3
1205.0,2.0,2.0,60.0,2
1082.0,2.0,1.0,55.0,3
1215.0,2.0,2.0,52.85,3
2483.0,5.0,2.0,230.0,4
1200.0,3.0,1.0,46.14,2
1500.0,1.0,1.0,19.5,1
2360.0,4.0,2.0,600.0,4
1452.0,3.0,3.0,60.98,3
1329.0,2.0,2.0,41.0,3
1125.0,2.0,1.0,44.0,2
1200.0,2.0,0.0,70.0,2
1350.0,3.0,3.0,39.97,3
1312.5,3.0,0.0,51.19,3
2600.0,3.0,2.0,195.0,3
1200.0,2.0,1.0,160.0,2
1220.0,3.0,1.0,35.23,3
1255.0,2.0,1.0,80.0,2
1904.0,3.0,3.0,155.0,3
1329.0,2.0,2.0,70.0,2
1200.0,2.0,1.0,60.0,2
2135.0,3.0,2.0,160.0,3
2770.0,4.0,3.0,315.0,3
813.0,1.0,1.0,39.0,1
3884.0,4.0,3.0,240.0,4
3876.0,3.0,1.0,300.0,3
800.0,2.0,2.0,30.0,2
4750.0,2.0,1.0,120.0,4
1500.0,3.0,3.0,70.0,3
1880.0,3.0,2.0,95.0,3
1440.0,2.0,2.0,55.0,3
1630.0,2.0,2.0,97.78,3
1180.0,3.0,1.0,55.0,3
1090.0,2.0,1.0,36.0,2
1020.0,2.0,2.0,48.45,2
2425.0,4.0,3.0,173.0,4
1097.0,2.0,1.0,33.82,2
1070.0,2.0,1.0,50.0,2
1000.0,2.0,1.0,58.0,2
1150.0,2.0,1.0,56.0,2
1900.0,4.0,2.0,145.0,3
1141.0,2.0,2.0,49.0,2
937.0,2.0,1.0,44.0,2
1075.0,2.0,1.0,60.0,2
1000.0,2.0,1.0,65.3,2
897.0,2.0,1.0,85.0,5
936.0,2.0,2.0,43.0,2
1280.0,2.0,1.0,75.0,2
1050.0,2.0,3.0,45.0,2
1350.0,2.0,1.0,86.0,2
1325.0,2.0,1.0,70.0,2
1174.0,2.0,1.0,59.0,2
1890.0,3.0,2.0,162.0,3
735.0,1.0,1.0,75.0,1
500.0,1.0,0.0,24.0,1
1304.0,3.0,3.0,80.0,3
1653.0,3.0,2.0,120.0,3
1075.0,2.0,1.0,52.0,3
1212.0,3.0,1.0,42.0,2
1100.0,2.0,1.0,50.0,2
3436.0,6.0,3.0,500.0,4
1200.0,4.0,0.0,145.0,3
1140.0,2.0,2.0,50.0,2
1200.0,2.0,1.0,100.0,2
1532.0,3.0,2.0,83.0,3
2776.0,4.0,2.0,195.0,3
1531.0,2.0,0.0,75.0,3
1270.0,2.0,2.0,50.79,3
1325.0,2.0,1.0,53.0,2
1200.0,3.0,1.0,160.0,3
1156.0,2.0,2.0,44.0,3
2000.0,4.0,2.0,320.0,4
1260.0,2.0,2.0,70.0,2
1934.0,2.0,0.0,90.0,2
1060.0,2.0,1.0,40.0,2
1476.0,3.0,1.0,95.0,3
1185.0,2.0,1.0,85.0,2
1265.0,2.0,1.0,82.0,3
3200.0,5.0,1.0,150.0,4
1196.0,2.0,2.0,56.81,2
1280.0,2.0,1.0,69.0,2
800.0,4.0,2.0,86.0,4
1850.0,3.0,3.0,98.0,3
2400.0,4.0,2.0,525.0,4
1195.0,2.0,1.0,70.0,2
2000.0,3.0,3.0,185.0,3
600.0,4.0,0.0,100.0,7
800.0,5.0,3.0,155.0,4
1180.0,2.0,2.0,36.5,2
1050.0,2.0,1.0,49.87,2
1400.0,2.0,1.0,40.44,3
2360.0,4.0,2.0,150.0,4
1030.0,2.0,1.0,77.25,2
1512.0,1.0,2.0,65.01,2
929.0,2.0,1.0,48.0,2
1252.0,3.0,3.0,61.0,3
1485.0,3.0,2.0,115.0,3
1124.0,2.0,2.0,55.0,3
2400.0,6.0,3.0,370.0,6
1407.0,3.0,1.0,120.0,3
1482.0,2.0,3.0,97.0,3
1163.0,2.0,1.0,98.86,2
1570.0,3.0,2.0,140.0,3
520.0,1.0,1.0,14.04,1
2000.0,3.0,2.0,160.0,3
1352.0,2.0,2.0,75.0,2
1152.0,2.0,1.0,65.0,2
1575.0,3.0,2.0,93.0,3
1965.0,4.0,2.0,125.0,3
1300.0,2.0,2.0,70.0,3
957.0,2.0,1.0,47.0,2
1740.0,3.0,3.0,60.0,3
1080.0,6.0,3.0,65.0,5
1060.0,2.0,0.0,35.0,2
975.0,2.0,2.0,50.0,2
1150.0,2.0,2.0,51.0,2
1738.0,2.0,3.0,79.0,3
1250.0,3.0,2.0,55.0,3
1788.0,3.0,2.0,90.0,3
1151.0,2.0,1.0,59.0,2
1300.0,2.0,2.0,60.0,3
1150.0,2.0,1.0,52.8,2
1380.0,2.0,1.0,75.0,2
1645.0,3.0,2.0,117.0,3
1141.0,2.0,1.0,45.9,2
1175.0,2.0,2.0,82.5,2
1355.0,2.0,1.0,61.0,3
1150.0,2.0,0.0,70.0,2
1000.0,2.0,2.0,45.0,2
1007.0,2.0,1.0,65.0,2
3000.0,5.0,2.0,100.0,4
1436.0,3.0,3.0,70.0,3
4000.0,4.0,3.0,220.0,4
1200.0,2.0,0.0,150.0,2
1016.0,2.0,1.0,58.0,2
1100.0,2.0,2.0,48.0,2
1080.0,2.0,1.0,45.0,2
1070.0,2.0,1.0,60.0,2
1532.0,3.0,1.0,115.0,3
1040.0,2.0,2.0,42.12,2
3100.0,3.0,3.0,250.0,3
1137.5,2.0,0.0,48.905,2
1430.0,2.0,2.0,51.6,3
1160.0,1.0,0.0,163.0,2
3262.0,5.0,2.0,205.0,4
2100.0,7.0,0.0,410.0,7
1190.0,2.0,2.0,100.0,2
1827.0,3.0,3.0,100.0,3
1210.0,2.0,1.0,75.0,2
1500.0,3.0,3.0,95.0,3
1050.0,2.0,2.0,53.5,2
1251.0,2.0,1.0,88.73,2
1600.0,2.0,2.0,115.0,3
1128.0,2.0,1.0,65.5,2
1820.0,3.0,2.0,93.0,3
2072.0,4.0,2.0,159.0,3
1510.0,2.0,3.0,59.0,3
1925.0,2.0,3.0,114.0,3
2651.0,2.0,2.0,225.0,3
2072.0,4.0,2.0,147.0,3
1000.0,2.0,2.0,36.0,2
1752.0,3.0,2.0,145.0,3
960.0,2.0,3.0,56.0,2
1180.0,2.0,2.0,63.0,2
2270.0,3.0,1.0,180.0,3
650.0,2.0,0.0,59.0,2
1200.0,2.0,1.0,75.0,2
1180.0,2.0,1.0,46.0,3
1300.0,3.0,2.0,47.0,3
1157.0,2.0,0.0,40.0,2
1300.0,3.0,2.0,69.0,3
1305.0,2.0,1.0,59.0,3
2006.0,4.0,2.0,196.0,3
1290.0,2.0,1.0,80.0,2
1170.0,2.0,3.0,45.0,2
971.0,2.0,2.0,135.0,4
1400.0,2.0,3.0,78.0,2
1200.0,2.0,2.0,75.0,2
1155.0,2.0,0.0,60.0,3
1725.0,3.0,2.0,85.0,3
700.0,2.0,1.0,40.0,2
1112.0,2.0,1.0,88.0,2
1274.0,2.0,1.0,81.0,2
915.0,2.0,1.0,32.0,2
1650.0,6.0,2.0,135.0,8
760.0,1.0,2.0,21.28,1
1540.0,3.0,2.0,68.0,3
1206.0,2.0,3.0,38.5,2
1645.0,3.0,2.0,95.0,3
1200.0,4.0,2.0,170.0,4
1200.0,4.0,1.0,140.0,4
2342.0,3.0,2.0,115.0,4
1200.0,2.0,1.0,55.0,3
1056.0,2.0,2.0,33.0,2
1450.0,3.0,3.0,54.3,3
1161.0,2.0,2.0,36.69,2
1097.0,2.0,3.0,65.0,2
850.0,2.0,2.0,35.0,2
1715.0,3.0,2.0,115.0,3
1200.0,2.0,1.0,59.0,2
1080.0,2.0,2.0,38.0,2
1200.0,2.0,1.0,50.3,2
2400.0,4.0,0.0,550.0,4
1400.0,2.0,1.0,78.0,3
1500.0,4.0,3.0,200.0,4
458.0,1.0,0.0,19.695,1
1230.0,2.0,1.0,57.0,2
1640.0,3.0,3.0,88.0,3
1700.0,3.0,2.0,125.0,3
1020.0,2.0,2.0,40.79,2
1200.0,2.0,1.0,150.0,2
1275.0,2.0,2.0,95.0,3
1600.0,3.0,1.0,165.0,4
1110.0,2.0,2.0,38.85,2
1627.86,3.0,2.0,88.0,3
620.0,2.0,1.0,22.0,2
3004.0,4.0,2.0,285.0,4
1133.0,2.0,1.0,52.0,2
1182.0,2.0,2.0,82.5,2
1500.0,3.0,3.0,100.0,3
1200.0,2.0,2.0,58.0,2
1128.0,2.0,1.0,48.79,2
900.0,2.0,2.0,110.0,2
1100.0,2.0,1.0,45.0,2
635.0,1.0,1.0,22.0,2
1874.0,4.0,1.0,130.0,3
600.0,3.0,2.0,78.0,4
1171.0,2.0,2.0,75.0,2
2020.0,3.0,3.0,85.0,3
1059.0,2.0,2.0,34.5,2
1315.0,2.0,1.0,59.1,3
1760.0,3.0,2.0,110.0,3
1200.0,2.0,1.0,125.0,2
1192.0,2.0,1.0,62.0,3
1645.0,3.0,2.0,121.0,3
1250.0,2.0,2.0,72.0,2
709.0,1.0,0.0,34.385,1
1340.0,2.0,1.0,77.0,2
2388.0,4.0,3.0,239.0,3
1369.1,2.0,1.0,104.0,2
1355.0,2.0,3.0,75.0,2
1150.0,2.0,2.0,65.0,2
1938.0,3.0,3.0,113.0,3
2462.0,4.0,3.0,124.0,4
1636.0,3.0,2.0,85.0,3
1430.0,2.0,2.0,75.0,3
2000.0,3.0,2.0,85.0,3
993.0,2.0,2.0,50.0,3
1260.0,4.0,1.0,150.0,4
1700.0,3.0,3.0,88.0,3
1270.0,2.0,2.0,78.0,2
1500.0,3.0,1.0,121.0,3
2300.0,3.0,3.0,290.0,3
7500.0,4.0,2.0,900.0,4
1650.0,3.0,3.0,86.45,3
1109.0,2.0,1.0,63.0,2
1280.0,2.0,1.0,49.75,2
2885.0,3.0,1.0,185.0,4
1200.0,9.0,1.0,145.0,9
1600.0,3.0,2.0,180.0,3
1462.0,3.0,3.0,71.0,3
607.0,1.0,1.0,35.0,1
930.0,2.0,0.0,25.0,2
4500.0,5.0,2.0,300.0,4
2600.0,3.0,1.0,237.0,3
3000.0,4.0,2.0,140.0,4
1418.0,3.0,2.0,52.47,3
4200.0,1.0,2.0,160.0,2
1125.0,2.0,1.0,65.0,2
1825.0,3.0,2.0,126.0,3
1320.0,2.0,3.0,79.5,2
3000.0,4.0,2.0,140.0,4
1490.0,2.0,2.0,300.0,3
1650.0,3.0,1.0,300.0,4
750.0,2.0,1.0,52.7,2
1400.0,2.0,2.0,80.54,3
4104.0,4.0,3.0,360.0,4
5000.0,4.0,0.0,375.0,4
3295.0,4.0,2.0,260.0,5
1150.0,3.0,1.0,110.0,4
1200.0,3.0,1.0,61.96,3
965.0,2.0,2.0,48.0,2
812.0,1.0,1.0,26.0,1
1100.0,2.0,2.0,43.0,2
1180.0,2.0,2.0,41.0,2
1145.0,2.0,2.0,48.0,2
1027.0,2.0,1.0,44.0,2
1215.0,2.0,2.0,49.85,2
1200.0,2.0,0.0,75.0,2
1015.0,2.0,2.0,58.0,2
2400.0,3.0,1.0,165.0,3
3000.0,4.0,3.0,306.0,4
3300.0,4.0,3.0,160.0,3
1076.0,2.0,2.0,52.0,2
1300.0,2.0,1.0,109.0,2
1300.0,2.0,2.0,102.0,2
1512.0,3.0,1.0,123.0,3
1053.4,3.0,1.0,88.91,3
605.0,1.0,0.0,41.745,1
1153.0,2.0,1.0,65.0,2
2080.0,2.0,1.0,150.0,2
1255.0,2.0,2.0,69.0,2
1583.0,3.0,3.0,109.0,3
1505.0,2.0,2.0,90.0,2
1365.0,2.0,2.0,75.08,3
1200.0,3.0,3.0,95.75,3
1810.0,4.0,3.0,148.0,3
440.0,1.0,0.0,35.0,1
975.0,2.0,1.0,63.0,2
1250.0,2.0,3.0,39.0,2
1530.0,2.0,1.0,97.0,3
1300.0,2.0,2.0,39.0,3
1115.0,2.0,1.0,40.0,2
1308.0,2.0,1.0,83.0,2
1194.0,2.0,2.0,47.0,2
1490.0,2.0,2.0,59.6,3
10000.0,4.0,0.0,450.0,4
1592.0,3.0,1.0,91.0,3
1222.0,2.0,0.0,112.0,2
1267.0,2.0,2.0,42.85,2
656.0,1.0,1.0,53.0,1
3400.0,4.0,3.0,530.0,4
1200.0,1.0,1.0,36.0,2
1698.0,3.0,2.0,102.0,3
1500.0,3.0,2.0,70.0,3
2000.0,5.0,0.0,80.0,4
1152.0,2.0,1.0,65.75,2
550.0,1.0,0.0,21.0,1
900.0,2.0,2.0,42.0,2
1410.0,2.0,2.0,45.12,3
1419.0,2.0,3.0,73.0,3
1200.0,2.0,1.0,55.0,2
1800.0,3.0,3.0,65.0,3
990.0,2.0,1.0,40.0,2
1016.0,2.0,1.0,45.0,2
1100.0,2.0,0.0,39.0,2
850.0,2.0,1.0,65.0,4
1095.0,2.0,1.0,35.0,2
2000.0,3.0,2.0,85.0,3
1444.0,2.0,2.0,70.0,2
1415.0,2.0,3.0,67.0,2
1500.0,2.0,1.0,130.0,3
1600.0,3.0,3.0,72.0,3
1105.0,2.0,1.0,41.36,2
1225.0,3.0,0.0,45.03,3
2560.0,3.0,2.0,265.0,3
1080.0,2.0,1.0,37.8,2
2400.0,3.0,3.0,150.0,7
1856.0,3.0,2.0,135.0,3
1464.0,3.0,2.0,56.0,3
2100.0,6.0,2.0,71.0,6
1150.0,2.0,2.0,77.0,2
1200.0,4.0,1.0,98.0,5
1485.0,2.0,2.0,67.0,3
2500.0,3.0,3.0,75.0,3
1200.0,2.0,1.0,45.0,2
1036.0,2.0,1.0,59.46,2
3445.0,5.0,3.0,270.0,4
1400.0,2.0,2.0,80.0,2
1110.0,2.0,2.0,33.0,2
1150.0,2.0,3.0,48.0,2
715.0,1.0,1.0,45.0,1
1200.0,4.0,0.0,130.0,4
1200.0,3.0,1.0,260.0,5
2283.0,4.0,2.0,130.0,4
1790.0,5.0,1.0,250.0,6
1453.0,2.0,2.0,43.58,3
1400.0,2.0,1.0,85.0,3
1400.0,3.0,0.0,65.0,3
1700.0,3.0,1.0,140.0,3
1591.0,3.0,1.0,120.0,3
1515.0,2.0,1.0,79.0,3
2500.0,3.0,3.0,200.0,5
975.0,2.0,1.0,24.86,2
1382.0,2.0,2.0,76.18,3
1750.0,5.0,2.0,350.0,7
1533.0,3.0,2.0,150.0,3
3815.0,3.0,1.0,763.0,3
1100.0,2.0,2.0,38.0,2
3730.0,6.0,2.0,450.0,4
1500.0,2.0,1.0,120.0,3
1391.0,2.0,2.0,64.5,3
1160.0,2.0,2.0,42.92,2
620.0,1.0,1.0,27.0,1
2400.0,9.0,3.0,350.0,8
1200.0,7.0,3.0,130.0,8
4827.0,4.0,3.0,400.0,4
1482.0,3.0,3.0,60.98,3
1405.0,2.0,2.0,84.5,2
1190.0,2.0,2.0,40.0,2
1174.0,2.0,1.0,78.0,2
1155.0,2.0,0.0,72.0,2
1411.0,3.0,1.0,93.04,3
745.0,2.0,0.0,50.0,2
1000.0,2.0,2.0,30.0,2
923.0,2.0,1.0,50.0,2
1000.0,2.0,2.0,32.0,2
1276.0,2.0,2.0,45.0,2
1460.0,3.0,2.0,70.0,3
1355.0,2.0,1.0,95.0,2
833.0,1.0,1.0,49.0,1
1750.0,5.0,1.0,450.0,5
1200.0,2.0,1.0,48.0,2
669.0,1.0,1.0,36.85,1
2200.0,4.0,2.0,105.0,3
1790.0,3.0,2.0,105.0,3
1020.0,2.0,1.0,45.0,2
3250.0,5.0,1.0,850.0,4
1037.0,2.0,1.0,36.28,2
1345.0,2.0,2.0,57.0,3
1070.0,2.0,3.0,43.0,2
1385.0,2.0,2.0,76.18,3
1207.0,2.0,2.0,79.9,2
1140.0,2.0,3.0,55.5,2
1220.0,2.0,2.0,68.0,2
3811.0,3.0,2.0,475.0,4
3596.0,5.0,0.0,252.0,4
1965.0,3.0,3.0,120.0,3
1760.0,2.0,0.0,115.0,3
1225.0,2.0,1.0,70.0,2
1075.0,2.0,2.0,52.43,2
1000.0,2.0,1.0,68.0,2
1891.0,3.0,1.0,109.0,3
1322.0,2.0,2.0,86.0,2
1095.0,3.0,0.0,215.0,3
3600.0,4.0,0.0,260.0,4
1045.0,2.0,1.0,36.58,2
1545.0,3.0,3.0,85.0,3
1996.0,3.0,2.0,135.0,3
1125.0,2.0,2.0,70.0,2
1560.0,3.0,1.0,115.0,3
2000.0,2.0,2.0,85.0,3
3100.0,4.0,2.0,310.0,4
780.0,2.0,1.0,35.0,2
1350.0,2.0,1.0,110.0,2
2275.0,4.0,2.0,180.0,3
1350.0,2.0,2.0,41.0,2
1464.0,3.0,3.0,56.0,3
1570.0,3.0,3.0,64.5,3
708.0,1.0,0.0,28.32,1
1680.0,3.0,1.0,160.0,3
1400.0,2.0,1.0,82.0,2
1310.0,2.0,2.0,72.0,2
3300.0,6.0,3.0,165.0,6
1175.0,2.0,1.0,57.0,2
1428.0,2.0,1.0,80.0,3
750.0,4.0,2.0,62.0,4
3252.0,4.0,3.0,280.0,4
1194.0,2.0,2.0,46.0,2
1080.0,2.0,2.0,35.0,2
1200.0,2.0,1.0,68.0,3
1200.0,2.0,1.0,45.0,2
1200.0,4.0,3.0,120.0,5
1320.0,2.0,1.0,38.13,3
1842.0,3.0,2.0,115.0,3
1146.0,2.0,3.0,55.0,2
440.0,1.0,1.0,28.0,1
1048.0,2.0,3.0,50.0,2
1801.0,3.0,1.0,115.0,3
1232.0,2.0,1.0,69.61,2
1150.0,2.0,2.0,90.0,2
1868.0,3.0,1.0,120.0,3
1445.0,2.0,2.0,47.1,3
1466.0,2.0,3.0,140.0,3
1730.0,3.0,2.0,100.0,3
3860.0,3.0,2.0,402.0,3
1185.0,2.0,3.0,70.0,2
3027.0,4.0,3.0,260.0,3
2400.0,4.0,3.0,147.0,4
1185.0,2.0,1.0,49.0,2
1150.0,2.0,2.0,49.0,2
2000.0,4.0,2.0,180.0,5
875.0,3.0,1.0,98.0,6
1075.0,2.0,2.0,35.0,2
1760.0,3.0,2.0,123.0,3
1600.0,2.0,1.0,63.98,2
910.0,4.0,1.0,140.0,4
1000.0,2.0,1.0,78.0,2
1215.0,2.0,2.0,90.0,2
1734.0,3.0,3.0,125.0,3
1280.0,2.0,1.0,60.0,2
1113.0,2.0,1.0,55.0,2
1272.0,2.0,2.0,48.0,2
